Country Name,Country Code,Year,unemployment,inflation,oil_rents,gdp_growth,exchange_rate,inflation_next
Tunisia,TUN,1998,15.473,3.12536579655862,1.30206836638864,4.78376247825665,1.138725,2.6901248581158
Tunisia,TUN,1999,15.21,2.6901248581158,1.92733312637189,6.05463447898158,1.186225,2.96230794738605
Tunisia,TUN,2000,14.94,2.96230794738605,3.22928353115798,4.7099729138049,1.37068333333333,1.98333333333337
Tunisia,TUN,2001,14.4,1.98333333333337,2.34162232250109,3.79627166202512,1.4387125,2.72103284850455
Tunisia,TUN,2002,14.55,2.72103284850455,2.3626975077068,1.32255714828946,1.42173333333333,2.71259247474352
Tunisia,TUN,2003,14.51,2.71259247474352,2.11725730006367,4.70239953285241,1.28845833333333,3.63228004956625
Tunisia,TUN,2004,14.23,3.63228004956625,2.60869066831261,6.23579072222647,1.24546666666667,2.01778641357144
Tunisia,TUN,2005,12.872,2.01778641357144,3.79249223607583,3.4865455430439,1.29743333333333,3.22525337438917
Tunisia,TUN,2006,12.51,3.22525337438917,4.1077575724331,5.24409983246916,1.331025,2.96694432477349
Tunisia,TUN,2007,12.365,2.96694432477349,5.51629477963382,6.70952097453554,1.28135833333333,4.34502807623045
Tunisia,TUN,2008,12.444,4.34502807623045,5.93514843614258,4.23778147502819,1.23214166666667,3.66490330642919
Tunisia,TUN,2009,13.29,3.66490330642919,3.44832785220984,3.04345012371552,1.350275,3.33897963601069
Tunisia,TUN,2010,13.049,3.33897963601069,4.12711827435362,2.97113275066512,1.4314,3.24002842009531
Tunisia,TUN,2011,18.334,3.24002842009531,5.01344964105154,-2.04663389535644,1.40778333333333,4.6118443220664
Tunisia,TUN,2012,17.63,4.6118443220664,5.06594682844413,4.21667711535632,1.56189166666667,5.31623531326689
Tunisia,TUN,2013,15.934,5.31623531326689,4.28421078126965,2.42993096446429,1.62465833333333,4.62555099534031
Tunisia,TUN,2014,14.259,4.62555099534031,3.35507824664457,3.09032803070775,1.697675,4.437371273215
Tunisia,TUN,2015,15.159,4.437371273215,1.62596299660366,0.967834205635981,1.961625,3.62939937384381
Tunisia,TUN,2016,15.557,3.62939937384381,1.266744868786,1.117231963992,2.14803333333333,5.30884839565844
Tunisia,TUN,2017,15.33,5.30884839565844,1.48811485046411,2.25261437620587,2.419425,7.30759176031652
Tunisia,TUN,2018,15.459,7.30759176031652,1.99021548871455,2.60696965356362,2.64686666666667,6.72007532863799
Tunisia,TUN,2019,17.153,6.72007532863799,1.66141181151334,1.55009304966742,2.93443333333333,5.63415115897625
Tunisia,TUN,2020,17.651,5.63415115897625,0.916677526611502,-8.97512622934723,2.81235833333333,5.706350208307
